2和暦,3西暦コード,4タイトル,5版種類,6数量,7書誌事項,8形態分類,9内容分類,10地名,12目録番号,16所蔵機関（名称）,年号,閏,月,日
江戸後期,18670499099,皇都春花十二景,銅版,１枚,9.6×15.2　御室界内、嵐山松間、清水台下、花頂山麓、祇園東林、高台寺地、平野夜花、長楽山腹、醍醐山下、太秦堂前、花寺前面、岩屋路倚,,15,京都,16-A00-6010-13-90,東京大学総合図書館-A00-6010-13-90,江戸後期,,,
江戸後期,18670499099,大仏耳塚,銅版,１枚,8.5×13.1　玄々、次にローマ字あるもよめず,,15,京都,16-A00-6010-13-91,東京大学総合図書館-A00-6010-13-91,江戸後期,,,
江戸後期,18670499099,祇園下河原景,銅版,１枚,7.9×13.6　九皐製,,15,京都,16-A00-6010-13-92,東京大学総合図書館-A00-6010-13-92,江戸後期,,,
江戸後期,18670499099,嵯峨之春嵐山名所,銅版,１枚,9.7×15.5　御用銅版所玄々堂緑山刀,,15,京都,16-A00-6010-13-93,東京大学総合図書館-A00-6010-13-93,江戸後期,,,
江戸後期,18670499099,都花月名所清水台下,銅版,１枚,8.3×13.2　玄々堂男十一才童松本民弥、,,15,京都,16-A00-6010-13-94,東京大学総合図書館-A00-6010-13-94,江戸後期,,,
江戸後期,18670499099,五条大橋及東山景,銅版,１枚,8.1×13.8　九皐画製,,15,京都,16-A00-6010-13-95,東京大学総合図書館-A00-6010-13-95,江戸後期,,,
江戸後期,18670499099,大谷月鏡橋風景,銅版,１枚,9.4×15.5　玄々堂男十一才童松本多宮GENGEN,,15,京都,16-A00-6010-13-96,東京大学総合図書館-A00-6010-13-96,江戸後期,,,
江戸後期,18670499099,都四条自大橋洛東勝地遠望之図,銅版,１枚,9.2×14.6　改正再刻玄々堂緑山刀,,15,京都,16-A00-6010-13-97,東京大学総合図書館-A00-6010-13-97,江戸後期,,,
江戸後期,18670499099,洛東清水寺景,銅版,１枚,8.1×13.6　九皐製,,15,京都,16-A00-6010-13-98,東京大学総合図書館-A00-6010-13-98,江戸後期,,,
江戸後期,18670499099,洛東華頂山細図春之景,銅版,１枚,9.2×15.3　玄々堂緑山銅写、「呼名花頂山の春」とあり,,15,京都,16-A00-6010-13-99,東京大学総合図書館-A00-6010-13-99,江戸後期,,,
江戸後期,18670499099,四条川原新大涼風景,銅版,１枚,8.0×13.5　原図創製玄々堂緑山鐫,,15,京都,16-A00-6010-13-100,東京大学総合図書館-A00-6010-13-100,江戸後期,,,
江戸後期,18670499099,洛東八坂祇園下河原景,銅版,１枚,8.1×13.6　九皐画製,,15,京都,16-A00-6010-13-101,東京大学総合図書館-A00-6010-13-101,江戸後期,,,
江戸後期,18670499099,大仏三十三間堂後堂射前之図,銅版,１枚,10.3×16.5　銅板弘通所清水三年坂麓大文字屋要助、二条通麩屋町大文字屋勘兵衛,,15,京都,16-A00-6010-13-102,東京大学総合図書館-A00-6010-13-102,江戸後期,,,
江戸後期,18670499099,都三条大橋眺望図,銅版,１枚,9.3×15.6,,15,京都,16-A00-6010-13-103,東京大学総合図書館-A00-6010-13-103,江戸後期,,,
江戸後期,18670499099,三条通白川橋智恩全景,銅版,１枚,7.6×13.6　九皐画製,,15,京都,16-A00-6010-13-104,東京大学総合図書館-A00-6010-13-104,江戸後期,,,
江戸後期,18670499099,洛東八坂妙見堂人丸桜真図,銅版,１枚,11.0×17.5　平安城東玄々堂緑山真写,,15,京都,16-A00-6010-13-105,東京大学総合図書館-A00-6010-13-105,江戸後期,,,
江戸後期,18670499099,御内裏図,銅版,１枚,9.3×15.4　京師銅版弘通所西陽館大文字屋要助、尚斎翁大文字屋勘兵衛,,15,京都,16-A00-6010-13-106,東京大学総合図書館-A00-6010-13-106,江戸後期,,,
江戸後期,18670499099,東福寺通天橋楓,銅版,１枚,7.4×13.6　写九皐製,,15,京都,16-A00-6010-13-107,東京大学総合図書館-A00-6010-13-107,江戸後期,,,
安政6年7月,18590007099,大谷目鏡橋風景,銅版,１枚,9.2×16.0　玄々堂緑山鐫,,15,京都,16-A00-6010-13-108,東京大学総合図書館-A00-6010-13-108,安政６,,7,
江戸後期,18670499099,洛西御室仁和寺御境内風景并御山八十八ヶ所,銅版,１枚,9.3×15.7　御用銅版彫鐫所玄々堂緑山,,15,京都,16-A00-6010-13-109,東京大学総合図書館-A00-6010-13-109,江戸後期,,,
江戸後期,18670499099,五月五日上加茂競馬之図,銅版,１枚,8.0×13.6　改正再刻,,15,京都,16-A00-6010-13-110,東京大学総合図書館-A00-6010-13-110,江戸後期,,,
文久2年3月,18620003099,東大谷御堂風景之図,銅版,１枚,10.0×15.7　戌三月刻、平安城東霊鷲麓西洋流銅版司蘭香亭蔵版、玄々堂松田緑山写鐫,,15,京都,16-A00-6010-13-111,東京大学総合図書館-A00-6010-13-111,文久２,,3,
江戸後期,18670499099,西六条本願寺御堂風景,銅版,１枚,9.1×15.1　西洋流銅版司玄々堂緑山刀,,15,京都,16-A00-6010-13-112,東京大学総合図書館-A00-6010-13-112,江戸後期,,,
江戸後期,18670499099,下加茂河合社糺川風景,銅版,１枚,8.1×13.3　改正再刻緑山,,15,京都,16-A00-6010-13-113,東京大学総合図書館-A00-6010-13-113,江戸後期,,,
江戸後期,18670499099,神楽岡吉田社斎場所,銅版,１枚,9.7×16.5　銅版弘通所二条通麩屋町西大文字屋勘兵衛、清水三年坂麓大文字屋要助、図中に「玄々」とあり,,15,京都,16-A00-6010-13-114,東京大学総合図書館-A00-6010-13-114,江戸後期,,,
江戸後期,18670499099,北野天満宮御社之図,銅版,１枚,9.3×15.5　図中２９の箇所に名前入,,15,京都,16-A00-6010-13-115,東京大学総合図書館-A00-6010-13-115,江戸後期,,,
江戸後期,18670499099,大仏三十三間堂大矢数,銅版,１枚,7.8×14.2　玄々堂男十一才童松本民弥,,15,京都,16-A00-6010-13-116,東京大学総合図書館-A00-6010-13-116,江戸後期,,,
江戸後期,18670499099,愛宕山清瀧川渡猿橋,銅版,１枚,10.2×15.8　玄々堂龍山,,15,京都,16-A00-6010-13-117,東京大学総合図書館-A00-6010-13-117,江戸後期,,,
江戸後期,18670499099,〔京都図〕,銅版,１枚,8.8×15.8,,15,京都,16-A00-6010-13-118,東京大学総合図書館-A00-6010-13-118,江戸後期,,,
安政4年8月,18570008099,通天橋風景,銅版,１枚,8.0×12.8　安政四丁巳年仲秋緑山再刻,,15,京都,16-A00-6010-13-119,東京大学総合図書館-A00-6010-13-119,安政４,,8,
江戸後期,18670499099,大日本豊秋津洲一望之図,銅版,１枚,9.6×18.3　玄々KANESOEKEとあり,,15,京都,16-A00-6010-13-120,東京大学総合図書館-A00-6010-13-120,江戸後期,,,
江戸後期,18670499099,北野天満宮御社之図,銅版,１枚,8.8×16.0　図中２９の箇所に名前入,,15,京都,16-A00-6010-13-121,東京大学総合図書館-A00-6010-13-121,江戸後期,,,
江戸後期,18670499099,下嵯峨虚空蔵法輪寺,銅版,１枚,8.8×13.8　玄々堂男十一才童松本民弥,,15,京都,16-A00-6010-13-122,東京大学総合図書館-A00-6010-13-122,江戸後期,,,
江戸後期,18670499099,比叡山延暦寺細図,銅版,１枚,10.0×16.0　玄々堂松田緑山製,,15,京都,16-A00-6010-13-123,東京大学総合図書館-A00-6010-13-123,江戸後期,,,
江戸後期,18670499099,愛宕山細図,銅版,１枚,9.7×16.0　玄々堂緑山製,,15,京都,16-A00-6010-13-124,東京大学総合図書館-A00-6010-13-124,江戸後期,,,
江戸後期,18670499099,円山瑞之寮楼風景,銅版,１枚,7.8×13.0,,15,京都,16-A00-6010-13-125,東京大学総合図書館-A00-6010-13-125,江戸後期,,,
江戸後期,18670499099,東本願寺風景,銅版,１枚,14.×18.2　京都真鐫銅版司玄々堂緑山鐫,,15,京都,16-A00-6010-13-126,東京大学総合図書館-A00-6010-13-126,江戸後期,,,
江戸後期,18670499099,洛東八坂郷祇園大社細図,銅版,１枚,9.4×15.5　帝都玄々堂緑山鐫、「呼名祇園の春」とあり,,15,京都,16-A00-6010-13-127,東京大学総合図書館-A00-6010-13-127,江戸後期,,,
江戸後期,18670499099,高雄山全図,銅版,１枚,14.5×18.2　玄々堂,,15,京都,16-A00-6010-13-128,東京大学総合図書館-A00-6010-13-128,江戸後期,,,
江戸後期,18670499099,愛宕山清瀧川渡猿橋,銅版,１枚,9.1×15.5　玄々堂龍山、次にローマ字あるもよめず,,15,京都,16-A00-6010-13-129,東京大学総合図書館-A00-6010-13-129,江戸後期,,,
江戸後期,18670499099,音羽山清水寺之春細図,銅版,１枚,13.9×18.3　春景地主桜、京都西洋銅版刻司玄々堂松田緑山鐫,,15,京都,16-A00-6010-13-130,東京大学総合図書館-A00-6010-13-130,江戸後期,,,
江戸後期,18670499099,洛西梅之宮,銅版,１枚,9.3×16.0　玄々堂銅版、松本龍山,,15,京都,16-A00-6010-13-131,東京大学総合図書館-A00-6010-13-131,江戸後期,,,
明治6年1月,18730001099,明治六年癸酉略暦,木版,１枚,24.5×35.0　陰暦対照表、「明治五年刻文部省天文局内田五観考」とあり、「中外通暦」の題箋あり,θ,4,東京,16-A00-6010-14-1,東京大学総合図書館-A00-6010-14-1,明治６,,1,
明治5年1月,18720001099,〔博覧会出陳案内〕,木版,１枚,27.5×39.5　文部省博物館,,,東京,16-A00-6010-14-2,東京大学総合図書館-A00-6010-14-2,明治５,,1,
明治5年1月,18720001099,〔博覧会案内〕,木版,２枚,11.8×13.3が２枚　文部省博物館、３月１０日より２０日間、９字より４字まで、於元昌平阪聖堂,,,東京,16-A00-6010-14-3,東京大学総合図書館-A00-6010-14-3,明治５,,1,
明治5年3月,18720003099,〔博覧会入場切手〕,木版,１枚,16.8×4.7　博物館、「切手一枚ニ付一人ニ限ル」とあり,,,東京,16-A00-6010-14-4,東京大学総合図書館-A00-6010-14-4,明治５,,3,
明治5年2月,18720002099,〔澳地利国博覧会出陳案内〕,木版,１枚,33.0×40.3　博覧会事務局,,,東京,16-A00-6010-14-5,東京大学総合図書館-A00-6010-14-5,明治５,,2,
明治5?年,18720199099,〔築地電信局送信料受領書〕,木版,１枚,24.6×8.5　３４銭半、大坂行、３５字、摺物に書込形式,,7,東京,16-A00-6010-14-6,東京大学総合図書館-A00-6010-14-6,明治５？,,,
明治5年1月,18720001099,〔太政官澳国博覧会出陳達書〕,木版,４丁,22.0×29.0が４枚　三府知参事・開拓次官・各県令参事宛、大隈参議・寺島外務大輔・井上大蔵大輔より,,,東京,16-A00-6010-14-7,東京大学総合図書館-A00-6010-14-7,明治５,,1,
明治5年,18720099099,鳥獣類剥製大略,木版,２枚,24.5×34.0が２枚　博物局,,10,東京,16-A00-6010-14-8,東京大学総合図書館-A00-6010-14-8,明治５,,,
明治5年1月,18720001099,〔博物会案内〕,木版,１枚,16.0×20.7　「壬申正月十五日ヨリ、灌花園主人」、於浅草中田寿徳院、「動植金石書画今古中外の品物及諸件の写影」とあり,,10,東京,16-A00-6010-14-9,東京大学総合図書館-A00-6010-14-9,明治５,,1,
明治4年9月,18710009099,〔物産小集鳥獣虫魚草木金石案内〕,木版,１枚,21.8×30.0　１０月７日～２６日、於目白台通り雑司ヶ谷鬼子母神少し手前陶器所含翠園、金主中村芳兵衛、后見竹本要斎、これが朱筆で、「明治五壬申中春」、於浅草寺境内、会期が３月初旬となおされている、また四海屋静一の朱筆あり、,,10,東京,16-A00-6010-14-10,東京大学総合図書館-A00-6010-14-10,明治４,,9,
明治5年2月,18720002099,〔物産小会動植金石類其他中外今古品物案内〕,木版,１枚,23.5×17.8　会主四海静一・中村芳兵衛、総括竹本要斎、３月１１日より１００日間、於浅草伝法院庭続地所,,10,東京,16-A00-6010-14-11,東京大学総合図書館-A00-6010-14-11,明治５,,2,
明治5年1月,18720001099,〔小川町共学舎出金募集書〕,木版,１枚,27.5×48.1　生徒３００人、束脩金１０００疋、月謝１両、積金・寄附金は深川の商人蔵田清右衛門に預けること,,10,東京,16-A00-6010-14-12,東京大学総合図書館-A00-6010-14-12,明治５,,1,
明治5年1月,18720001099,共学舎追告,木版,１枚,26.1×34.1　小川町共学舎、童子塾を別にもうける、７～１０歳迄、入門料２円５０銭、月謝金２円,,10,東京,16-A00-6010-14-13,東京大学総合図書館-A00-6010-14-13,明治５,,1,
明治5年9月9日,18720009009,幸臨鉄道開行式,活版,５丁,17.0×26.5が５枚　式次第,,,東京,16-A00-6010-14-14,東京大学総合図書館-A00-6010-14-14,明治５,,9,9
明治5年9月9日,18720009009,〔鉄道開業式に付駅舎入場許可案内〕,活版,３枚,"8.2×11.8,8.3×11.7,7.7×10.5　鉄道寮",,,東京,16-A00-6010-14-15,東京大学総合図書館-A00-6010-14-15,明治５,,9,9
明治5年11月29日,18720011029,墺英両国博覧会出品展観之証,活版,２枚,11.5×8.0が２枚　博覧会事務局、９字～１２字、１字～４字、１枚は注意書付,,,東京,16-A00-6010-14-16,東京大学総合図書館-A00-6010-14-16,明治５,,11,29
明治5年11月23日,18720011023,墺英両国博覧会出品展観之証,活版,２枚,11.5×8.0が２枚　博覧会事務局、９字～１２字、１字～４字、「山梨県少属相曽長能宛」のもの、１枚は注意書付,,,東京,16-A00-6010-14-17,東京大学総合図書館-A00-6010-14-17,明治５,,11,23
明治5年9月9日,18720009009,〔鉄道開業式列立次第〕,活版,１枚,原形不詳,,,東京,16-A00-6010-14-18,東京大学総合図書館-A00-6010-14-18,明治５,,9,9
明治5年9月,18720009099,〔新橋横浜間鉄道時刻表〕,活版,１枚,33.2×24.3　上中下３等、新橋横浜間５３分、上等１円１２銭５厘、中等７５銭、下等３７銭５厘,,7,東京,16-A00-6010-14-19,東京大学総合図書館-A00-6010-14-19,明治５,,9,
明治5?年,18720199099,種物目録,木版,２枚,27.5×34.0　穀物類、蔬菜類、球根類、莢豆類、芋類、瓜類、雑菜類、香辛類、糸に用る草類、花物類、薬草類、近世舶来物、木類、果類,,7,東京,16-A00-6010-14-20,東京大学総合図書館-A00-6010-14-20,明治５？,,,
明治6?年,18730199099,〔太平海飛脚船出航表〕,活版,１枚,34.0×25.0　８月１日より１２月２１日の間のもの、ヲリゴンヤン、ニウヨルク、コスタリカ、エリエル、ゴルデンエジ、蒸気船問屋は横浜境町糸屋平七、東京霊岸島同出張所、神戸城下町茶屋弥七、長崎西浜町丸屋喜右衛門、長崎江戸町弦屋利七,,7,東京,16-A00-6010-14-21,東京大学総合図書館-A00-6010-14-21,明治６？,,,
明治7年2月,18740002099,〔博覧会案内〕,木版,１枚,25.0×34.0　博覧会事務局、於山下御門内博物館、３月１日より５０日間、「博物館及諸家珍蔵新古之物品ヲ陳列シ普ク衆人ノ来観ヲ許ス」,,,東京,16-A00-6010-14-22,東京大学総合図書館-A00-6010-14-22,明治７,,2,
明治7年5月,18740005099,〔陶器販売英文引札〕,木版,１枚,17.3×27.5　鉛筆で「明治７年５月５日得」とあり、於尾張町２丁目參河屋嘉兵衛階上、主催錦窯舎、補寿美屋平右衛門・三河屋嘉兵衛,Ｗ,7,東京,16-A00-6010-14-23,東京大学総合図書館-A00-6010-14-23,明治７,,5,
明治7年5月,18740005099,〔名古屋博覧会案内〕,木版,１枚,15.2×13.5　名古屋伝馬町７丁目主事局、於東掛所、５月１日より,,,尾張,16-A00-6010-14-24,東京大学総合図書館-A00-6010-14-24,明治７,,5,
明治7年,18740099099,〔富士見町万屋三郎兵衛都すし引札〕,木版,２枚,7.7×10.0と6.8×4.8　精進ごもく、あつやき玉子、卯の花すし、玉子きみ漬、ちらしごもく,Ｗ,7,東京,16-A00-6010-14-25,東京大学総合図書館-A00-6010-14-25,明治７,,,
明治7年5月,18740005099,〔牛乳販売案内〕,木版,１枚,24.0×16.5　「明治７年５月１７日」と入手の日の墨書あり、第３大区４小区飯田町３丁目１８番地牛窪、牛乳１合４銭、１升３５銭、白牛酪１つに付５銭,Ｗ,7,東京,16-A00-6010-14-26,東京大学総合図書館-A00-6010-14-26,明治７,,5,
明治7年4月,18740004099,〔牛乳販売案内〕,活版,１枚,16.7×24.4　紀元２５３４年第４月、第３大区４小区飯田町１丁目１番地雉子橋外元御厩千里軒、国文社印行、牛乳１合４銭、１升３０銭、バタ１ポンド５０銭,Ｗ,7,東京,16-A00-6010-14-27,東京大学総合図書館-A00-6010-14-27,明治７,,4,
明治7年4月,18740004099,〔金沢博覧会案内〕,木版,１枚,24.2×32.2　金沢十間町３８番地博覧会執事局、６月１日～３０日、於石川県公園（兼六園）,,,加賀,16-A00-6010-14-28,東京大学総合図書館-A00-6010-14-28,明治７,,4,
明治7年,18740099099,〔石鹸説明摺物〕,木版,１枚,27.5×40.5　東京牛込揚場町石鹸製造場（梓）、石鹸の種類と効能を説明しているもの,,7,東京,16-A00-6010-14-29,東京大学総合図書館-A00-6010-14-29,明治７,,,
明治7年9月23日,18740009023,〔文部省領収之証〕,木版,１枚,24.1×8.7　納本書目１冊、文部省,,6,東京,16-A00-6010-14-30,東京大学総合図書館-A00-6010-14-30,明治７,,9,23
明治7年,18740099099,〔日本橋釘店山形屋惣八海苔引札〕,木版,１枚,27.7×14.3　「本家」、「東海之名産」とあり,Ｗ,7,東京,16-A00-6010-14-31,東京大学総合図書館-A00-6010-14-31,明治７,,,
明治7年3月,18740003099,〔山下御門内博覧会案内〕,木版,１枚,32.7×25.1　博覧会事務局、３月１日より５０日間,,,東京,16-A00-6010-14-32,東京大学総合図書館-A00-6010-14-32,明治７,,3,
明治7年,18740099099,〔銀座河合八右衛門茶引札〕,木版,１枚,24.5×34.0　茶師清高軒、「宇治信楽諸国御茶所」とあり、「明治７年」と墨書,Ｗ,7,東京,16-A00-6010-14-33,東京大学総合図書館-A00-6010-14-33,明治７,,,
